id,utterance,intent,entities,context,language,channel,sentiment,source
3032,goodbye,goodbye,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,chat,neutral,synthetic_v1
3033,is parking included?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""parking""}",pre_booking,en,messenger,neutral,synthetic_v1
3034,cancel my reservation e0f3d367,cancel_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""e0f3d367"", ""special_requests"": null}",post_booking,en,phone,negative,synthetic_v1
3035,need a detailed invoice emailed,request_invoice,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",post_stay,en,messenger,neutral,synthetic_v1
3036,hi,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,web,neutral,synthetic_v1
3037,how late can I cancel?,inquire_cancellation_policy,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,whatsapp,neutral,synthetic_v1
3038,can I get late checkout?,request_late_checkout,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,chat,neutral,synthetic_v1
3039,I need to cancel booking 2612ffe3,cancel_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""2612ffe3"", ""special_requests"": null}",post_booking,en,chat,negative,synthetic_v1
3040,is spa included?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""spa""}",pre_booking,en,phone,neutral,synthetic_v1
3041,that's not right,deny,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,phone,negative,synthetic_v1
3042,book a family room for 4 adults and 2 children from 2026-04-19 to 2026-04-22,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-04-19"", ""check_out"": ""2026-04-22"", ""nights"": 3, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 4, ""children"": 2, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,messenger,positive,synthetic_v1
3043,book a family suite for 4 adults and 1 children from 2026-04-27 to 2026-05-02,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-04-27"", ""check_out"": ""2026-05-02"", ""nights"": 5, ""room_code"": ""FAM"", ""room_type"": null, ""adults"": 4, ""children"": 1, ""guests_total"": 5, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,whatsapp,positive,synthetic_v1
3044,is parking free?,inquire_parking,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
3045,"please make a booking 2026-03-24 for 3 nights, ocean view suite",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-24"", ""check_out"": ""2026-03-27"", ""nights"": 3, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 1, ""children"": null, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,phone,positive,synthetic_v1
3046,appreciate it,thanks,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,phone,positive,synthetic_v1
3047,what about gym?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""gym""}",pre_booking,en,phone,neutral,synthetic_v1
3048,"please make a booking 2026-09-11 for 6 nights, family room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": ""2026-09-17"", ""nights"": 6, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 4, ""children"": 1, ""guests_total"": 5, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,chat,positive,synthetic_v1
3049,please send an invoice,request_invoice,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",post_stay,en,whatsapp,neutral,synthetic_v1
3050,what about breakfast?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""breakfast""}",pre_booking,en,messenger,neutral,synthetic_v1
3051,requesting late checkout at 1pm,request_late_checkout,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,app,neutral,synthetic_v1
3052,yes,confirm,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,phone,positive,synthetic_v1
3053,please send an invoice,request_invoice,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",post_stay,en,web,neutral,synthetic_v1
3054,do you have parking?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""parking""}",pre_booking,en,whatsapp,neutral,synthetic_v1
3055,"please make a booking 2026-02-20 for 1 nights, family room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-20"", ""check_out"": ""2026-02-21"", ""nights"": 1, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": 4, ""children"": 1, ""guests_total"": 5, ""name"": ""Avery Johnson"", ""email"": ""avery.johnson809@gmail.com"", ""phone"": ""+18328996313"", ""view"": null, ""breakfast_included"": false, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,app,positive,synthetic_v1
3056,switch to a family room,change_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": ""FAM"", ""room_type"": ""Family Suite"", ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""cca69d85"", ""special_requests"": null}",post_booking,en,phone,neutral,synthetic_v1
3057,price for queen room 2026-10-13 to 2026-10-20?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-10-13"", ""check_out"": ""2026-10-20"", ""nights"": null, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 1, ""children"": 2, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 167.7}",pre_booking,en,messenger,neutral,synthetic_v1
3058,yo,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,phone,neutral,synthetic_v1
